Unnamed: 0,Sales_ID,Product_Category,Sales_Amount,Discount,Sales_Region,Date_of_Sale,Customer_Age,Customer_Gender,Sales_Representative
90395,87f46f04-ae21-42bd-9ab0-4a21c7f97a91,Health,959.8,16.79,Murphyshire,2024-06-02,46.0,Female,Brandy Brown
95926,c05c7726-e28b-472e-8704-9c126a0cee84,DIY,974.36,0.67,Port Dale,2024-08-12,63.0,Male,Mark Moore
90230,daafc9fc-fe1c-48e2-9c42-e1f4acf91bbb,Garden,947.03,16.9,New Keithtown,2024-03-21,22.0,Male,William Gardner
93248,3cf66b36-01f8-4a89-9bc2-cda4ddc55baf,Software,447.24,19.58,Thomasside,2024-06-26,38.0,Male,Timothy Gomez
12925,55fdcf9a-4b23-4509-8c29-32f6322b5561,Toys,893.15,10.78,East Curtis,2024-01-30,41.0,Other,Kurt Smith
76967,00aaba7f-538d-4a41-8437-21b63ef98e5a,Toys,441.04,12.2,West Benjamin,2024-04-23,65.0,Female,Jordan Mcmahon
94184,95799e19-5145-4bf4-91b2-fb446bcca274,Furniture,276.87,7.0,New Chris,2024-08-06,32.0,Male,Courtney Hall
41268,bdfc00ba-c3aa-4c3b-ad05-d86e7f5b41c3,Tools,516.44,22.73,Jamesport,2024-03-10,27.0,Male,John Church
50088,1500f815-6517-4ede-b862-079e26537f57,Pet Supplies,667.34,23.67,West Sarafort,2024-01-27,26.0,Male,Kathryn Bailey
46020,4f73b87a-ad5c-498d-acab-fa743e473210,Health,386.55,17.81,North Scottfort,2024-03-28,54.0,Other,Todd Arnold
27107,375236b1-e142-4728-88f5-bece762bec36,Sports,292.63,0.57,North Sheryl,2024-04-18,56.0,Female,Shelby Hunt
58093,1397192d-29c9-4149-9705-7a4de9045cd2,Software,457.81,46.21,New Lisa,2024-03-06,57.0,Female,Karen Chambers
4568,386c1b77-3c49-4cff-bf59-79421edd3ba0,Electronics,,,Lake Jason,2024-04-27,,,Jesus Bush
13848,6130c5d0-0dc0-48f5-be9e-dd8ae3b03504,Beauty,132.61,49.15,Port Jeffery,2024-05-28,30.0,Female,Michael Obrien
39719,fb0a158f-6c01-466c-a94d-bddb8374c4a8,Automotive,892.93,42.3,Ronaldmouth,2024-06-18,50.0,Female,Tony Ochoa
5551,4cd87681-badd-49b4-bad4-889b25f8a26e,Outdoor,846.12,34.46,Dylanville,2024-01-29,67.0,Male,Mary Herrera
46407,cb661f7c-e99d-4ce9-9619-0e8a080ad270,Music,702.27,20.74,Monicaville,2024-07-06,60.0,Female,Gerald Sims
62141,ab66c5ef-d7b8-4cda-8228-db9a79894a7a,Clothing,842.46,44.81,Meganside,2024-01-02,26.0,Other,Ashley Martin
42117,9f00168d-d740-4081-add0-599d55058387,Beauty,389.4,5.73,Chelseabury,2024-05-03,41.0,Female,Christopher Woods
46317,1785876d-8e75-4731-b1a6-5cd6b3c10cfc,Toys,244.01,12.86,New Janetville,2024-06-11,39.0,Male,Miranda Jimenez
96854,57cc3cb6-ff95-4c13-9f40-28acee5b8e18,Outdoor,244.74,24.47,Lake Sherriland,2024-08-15,40.0,Male,Brian Frederick
33873,a28ced67-bd2f-4124-8d4c-a40eb5730ae3,Appliances,169.09,4.88,East Erica,2024-07-26,44.0,Other,Bradley Price
90669,571dd58a-3571-4b85-80c3-9069d1824a2c,Clothing,216.14,24.73,South Anthony,2024-07-30,59.0,Female,Carolyn Walker
22496,b983ec55-236b-45c4-b520-fcb194cbd026,Personal Care,701.16,38.68,Cynthiafurt,2024-08-23,36.0,Female,Carl Brown
75416,0ea97d25-4351-41ca-88f7-2f0b97d40149,Health,543.92,29.01,Port Nicholas,2024-01-04,58.0,Other,Ana Lowe
88643,15e1c8a8-e111-41a0-abd6-3de2c237948d,Appliances,942.69,32.34,Joseton,2024-02-18,47.0,Male,Brittany Wall
62283,d10b39d5-1055-406e-8745-7a6f07db4b5f,Home & Kitchen,713.03,14.21,Jonesbury,2024-04-20,49.0,Male,James Haney
32420,f2f67a46-7a8a-479b-b1a2-f4bb202bb390,Groceries,,,Millerburgh,2024-06-27,,,Brenda Walker
87349,ea57eba4-f160-4ac7-9e1e-8e8df21686bf,Home & Kitchen,709.11,31.94,Lake Jared,2024-07-21,40.0,Other,Erika Gomez
29233,8da78ddc-1701-4d8a-b96d-357cea33eef3,Tools,,,Port Philip,2024-08-20,,,Robert Adkins
21192,3066e7e1-f5cf-4f7c-8c58-66df7e02010f,Toys,257.1,37.89,New Johnnyton,2024-03-11,59.0,Male,Sarah Phillips
44090,0eab8fce-984d-44d7-a1cf-40d77ee8db06,Music,856.05,10.4,Jameshaven,2024-07-11,44.0,Male,Kelly Smith
78688,9ddfbc26-30aa-4f13-a59f-6ebc7dd21977,Office Supplies,,,Gregoryview,2024-03-04,,,Terry Miller
43275,abb7c46b-180d-443e-ab06-343d14576d2b,Appliances,916.4,16.65,North Lori,2024-06-14,44.0,Male,Brian Mitchell
43273,98fb5268-1607-409d-8b0c-13daa7692b4e,Personal Care,348.14,44.85,West James,2024-05-03,52.0,Female,Diane Meyer
19185,db71e223-990d-4076-bd00-36287d7c5b1e,Garden,629.22,15.75,East Sophiaville,2024-08-07,60.0,Female,Rachael Rodriguez
78197,5a1a067c-45e7-4558-a313-7e6ddc48cf9d,Garden,,,Justinhaven,2024-02-09,,,Alexandra Kirk
81841,bd09d0d7-cdd9-4f0a-bd68-f08d1b397961,Tools,841.62,33.44,Michaelberg,2024-04-01,23.0,Male,Charles Holland
54456,68f7908b-5cbe-42e5-b36d-be0543906c12,Jewelry,113.29,32.55,Travismouth,2024-03-08,24.0,Other,Justin Ellis
61793,957f6dd1-358d-4e44-8b75-388464080da2,Clothing,782.99,14.76,West Kristieburgh,2024-04-22,35.0,Male,Brandy Gonzalez
62183,871691e0-92bd-443c-87c7-0c49cdf7547a,Garden,649.06,35.48,West Daniel,2024-04-22,64.0,Other,Andrew Arias
87254,8bf6e6cd-2409-4513-b0ec-256153bb9019,Outdoor,327.07,44.25,New Lisa,2024-05-10,61.0,Female,Amy Lopez
19375,b18072fc-0b4d-495f-837a-5a307e71c765,Toys,842.34,11.12,Lake Bernard,2024-01-10,40.0,Female,Brian Bailey
51916,48add51e-5335-4816-8c82-8937b153e341,Home & Kitchen,634.48,27.57,Boothton,2024-01-16,22.0,Other,James Miranda
82660,5cc99e4f-e42a-4ba1-bbd9-9d4145e3624b,Toys,124.02,10.9,South Andrewtown,2024-01-20,62.0,Male,Belinda Lopez
72490,23236c1b-cf05-495b-9e4f-6d593d2a6445,Automotive,819.17,44.17,Craigton,2024-06-24,60.0,Female,Justin Mcdonald
39283,0f0a25e0-f4bf-4698-b47e-7ec785d4ad93,Outdoor,900.2,32.83,Dixonland,2024-06-23,33.0,Male,Laura Reed
32885,2be45716-a431-491a-8657-fb4e2b2c1e65,Garden,330.88,45.63,Gabrielstad,2024-01-09,21.0,Other,Susan Miranda
92481,ab1e78b7-1411-47b1-b251-500ec90763a4,Personal Care,714.44,25.87,Ericamouth,2024-04-09,21.0,Other,Jessica Crawford
3700,6bc97baf-01ce-4545-bf60-065ce9325bd2,Baby Products,,,North Jenniferburgh,2024-05-24,,,Stephanie Wilson
24824,fa60ba38-e73e-4a41-879b-403c0a70bcea,Office Supplies,,,Danielsborough,2024-03-13,,,Jeffrey Pineda
62416,f47fea5d-ccaa-4b02-bafb-230522e51dd9,Appliances,700.47,25.19,West Lauren,2024-04-07,57.0,Male,Tabitha Caldwell
75392,9c4014c7-33f2-4000-a163-b35ff0f51a8c,Personal Care,762.45,41.56,New Brittney,2024-02-22,40.0,Other,Jennifer Kelley
47021,2a89e5ef-8526-4486-9089-9c01a3d02fdf,Tools,780.8,1.78,Woodsberg,2024-05-07,60.0,Male,Robert Jimenez
60479,97f6ef92-dd1c-427a-b073-2bcccbabd6b3,Furniture,334.64,19.27,Port Josephborough,2024-03-29,28.0,Female,Wendy Williams
49471,f1bbfccd-6b60-477b-bbf2-26517891a2f4,Home & Kitchen,328.19,16.48,New Heather,2024-08-11,68.0,Male,Jill Smith
25514,244038e8-1bd4-4ce6-acb7-360ccb83a8cd,Personal Care,732.64,14.91,Maldonadoshire,2024-03-21,38.0,Other,Stephanie Webb
20206,957526b7-c39d-4acf-8ced-07838d253753,Appliances,427.38,8.29,West Briannatown,2024-06-04,40.0,Male,Mr. Mathew Frost Jr.
10424,64525f29-663e-4c23-a441-1209bab3cd0d,Furniture,488.88,18.88,Lake Steven,2024-02-23,59.0,Other,Ashley Morrison
92980,658748ec-f308-45ed-a34f-888b8f551d3f,Appliances,346.62,13.4,Johnsonberg,2024-04-30,28.0,Other,Tiffany Johnson
67510,bf025c81-149b-4358-b5f6-b1d83bfec70d,Appliances,238.45,3.69,Joshuaburgh,2024-01-04,48.0,Other,Nicole Douglas
68570,567f3bf2-7dda-4b09-91c8-cda8db3c2d3f,Groceries,488.13,23.01,Kempshire,2024-02-11,38.0,Other,Jeffrey Flores
90903,bd670d74-2192-4214-9be7-91fde1e09bfa,Tools,377.9,7.13,West Kathleenhaven,2024-09-08,45.0,Other,Robert Aguirre
14771,a8671f2c-72f8-4339-bb78-a3fab4df64e2,Health,774.19,14.9,Jonathanmouth,2024-01-10,37.0,Female,Kenneth Alvarado
38831,478f57a1-3c0d-4c0f-bf28-e14a7c82458a,Jewelry,,,East Crystal,2024-05-25,,,William Chapman
98101,dc8c237f-8ceb-4d82-b95a-c4ed1271da0c,Health,370.9,46.93,Kevinville,2024-06-17,65.0,Male,Andrew Ingram
50132,e4b8affd-010c-4581-a1f5-915b5bc882da,DIY,187.34,26.36,Port Tanya,2024-08-31,63.0,Female,James Sanders
58299,1799c963-21f2-4d96-ab8d-7867f1ee6d55,Jewelry,590.44,49.13,New Danielchester,2024-05-06,57.0,Female,Melissa Martinez
37104,def9b1d5-f69a-439c-8a86-63ffd736e61b,Music,,,Lake Brianfurt,2024-07-26,,,Mary Johnson
61211,e6d819a8-cfeb-4175-ba31-646f5d2a829a,Books,313.19,21.88,North Kimberlyside,2024-06-02,31.0,Female,Victoria Ramirez
9197,80bf38c1-9321-4b36-a4e0-5dc463eb2907,Automotive,777.98,3.89,Port Lawrencestad,2024-04-10,25.0,Other,Steven Meyers
64605,d36bd717-f47a-4f31-aca6-09d6bca3dcf9,Tools,866.04,29.57,Skinnerland,2024-03-02,41.0,Female,Randy Miller
86917,a10b7d4f-1e55-4afb-9882-1d7c75c9c342,Outdoor,187.4,31.28,South Alison,2024-04-26,32.0,Male,Caroline Keller
86842,5d68579d-b953-4975-ba31-030bff20b3b9,Groceries,407.38,30.8,West Johnmouth,2024-07-18,41.0,Female,Adriana Phillips
19007,4d72f3f1-6617-48c9-8e3e-e23276b04364,Garden,129.94,47.82,North Michelletown,2024-03-22,40.0,Other,Tyler Gallegos
70550,63545081-dbe7-4a88-a743-b3c2c44f1354,Toys,741.79,18.59,Joshuamouth,2024-06-30,29.0,Other,Michael Rodriguez
80099,07036551-a740-4eb9-a90b-b6c53ef7e46f,Clothing,869.88,5.08,Amyberg,2024-05-05,56.0,Female,Julia Simon
52042,e28ac24d-7ce2-40a4-a9cc-8e72741538cf,Clothing,,,Christophermouth,2024-05-28,,,Jeffrey Gay
75708,a1b7b681-b586-437a-b858-124d01fb7cda,Baby Products,129.94,17.04,Emilymouth,2024-06-01,53.0,Male,Christine Watson
1458,7e816c76-ab0b-4196-83d6-13323b68ac90,DIY,608.32,8.94,Huntberg,2024-07-24,58.0,Female,Nicole Johnson
67723,c10793be-c6fe-4c34-b836-df2daaf392a7,Furniture,499.85,11.6,Flemingport,2024-01-13,47.0,Other,George Escobar
70381,44179ad6-0d41-4a5b-bb47-accc5412a213,Tools,342.17,36.2,East Katelynstad,2024-06-02,37.0,Female,Jennifer Hunt
47895,689c32f7-d4f3-4c92-afff-f5d3c099931c,Garden,876.07,48.39,South Arthurburgh,2024-06-06,34.0,Female,Marcus Parsons
2428,08d7d2e8-67ec-4653-b7f4-ce5f8160f624,Movies,329.84,40.55,Milesmouth,2024-03-21,63.0,Female,Adam Mcconnell
63054,2ac9e851-508e-47f4-ac00-e118e4c5aef9,Garden,469.36,21.66,Fosterhaven,2024-07-30,63.0,Other,Alan Bryan
49552,e224b997-214e-4090-838c-8a4204c94b43,Appliances,254.54,29.02,Brooksberg,2024-09-01,63.0,Female,Robin Munoz
48247,a3b82465-431f-4dd1-a170-8314b6670198,Movies,,,Lake Joshuaton,2024-08-27,,,Lindsay Robles
15666,8a31ea59-c98d-49bc-8818-0048d3dbe15a,Movies,889.68,10.62,Ericabury,2024-09-08,33.0,Other,Jill Kent
41903,1a690d64-9c83-4f22-87ed-200463a244fd,DIY,290.39,21.7,West Ashley,2024-06-17,42.0,Male,Jill Estrada
85908,2ba86616-8bac-4c02-b341-2c8123d2e676,Automotive,569.98,13.35,Donnaburgh,2024-08-14,27.0,Other,Brandon Figueroa
15057,9d95a0f3-f448-4cbf-95c6-a3a7a5e517ee,Beauty,269.24,18.7,Sethtown,2024-05-04,38.0,Female,Janet Townsend
85110,91ca08f1-52a5-4072-be71-36e31e9380cd,Beauty,808.94,49.5,Kimberlyfurt,2024-04-25,29.0,Female,Alicia Leon
28945,1e064abe-03a7-4f7c-a875-8b2dca4378b5,Appliances,432.76,30.82,Richardfort,2024-03-09,37.0,Male,Christine Johnson
42798,b8fc6c2d-9d0f-4555-94c2-0ed52026716b,Personal Care,492.85,7.47,Warnertown,2024-06-01,23.0,Other,Richard Smith
91995,daced724-de12-41b4-aa4f-fa92dc90537a,Automotive,348.29,19.26,Port Courtney,2024-02-03,18.0,Other,Sherry Smith
54866,fc22eb7d-1d8e-4eb2-8ea4-dc7840c6fd6d,Music,718.61,39.27,East Kelly,2024-04-25,27.0,Female,Melanie Smith
8938,31562f84-31c4-4e54-b291-9174bc213fdf,Tools,661.05,5.25,Brendaberg,2024-05-17,33.0,Female,Kyle Hernandez
16421,259dea67-ba23-48d7-b155-be624cc6aec3,Books,956.66,17.6,North Steven,2024-07-03,36.0,Male,Beth Hood
90026,91c6ff6c-0820-4914-b6e9-756aec1a9f39,Health,574.6,44.6,North James,2024-03-12,29.0,Male,Stacey Stout
23211,2c976369-eaf4-410e-8b71-598964581297,Home & Kitchen,339.57,32.61,Ballmouth,2024-03-15,59.0,Male,Christopher Li
28243,7e8b4ac2-6f46-45b6-87cf-ae14645b0780,Personal Care,506.98,25.83,Emilyhaven,2024-08-03,37.0,Female,Daniel May
43490,dae537e1-7663-4eb3-bf9c-dcd41ea4554f,Movies,288.17,21.96,West Taylorland,2024-08-03,40.0,Other,Alicia Harvey
14668,f4a1b17d-3e43-48c6-9f0f-0d70b3ec811d,Health,165.93,9.06,Sampsonfurt,2024-04-26,56.0,Other,Robert Young
62436,ecdb56c7-6357-4dd9-b99d-53ce7ff53469,Software,475.29,45.91,Garyshire,2024-05-02,67.0,Male,Sophia Jenkins
56483,7a2a1720-67f4-46f1-83f0-cbb5f4dbf313,Home & Kitchen,830.7,13.31,Lake Julieborough,2024-02-24,65.0,Other,Danielle Watkins
52629,c21eb099-0e58-4b55-b70a-60094e02c737,Music,759.8,17.8,Bryanview,2024-02-06,25.0,Female,Chris Brown DDS
78165,5fa7c1ee-120e-4f04-bfb8-415236cabd30,Pet Supplies,432.87,15.5,Samuelland,2024-01-09,27.0,Other,Marc Cervantes
61200,487d34ae-7d43-4c72-8e77-0e76f3ce1772,Sports,863.35,10.03,Amandamouth,2024-07-31,64.0,Male,Francis Smith
56710,aeb97c5f-136e-404a-bcc4-5ef9c40df6ac,Appliances,106.87,45.71,Singhmouth,2024-05-26,50.0,Male,Jessica Castaneda
51126,45e4770b-4e6f-40a5-b3cd-897ce3d6ddad,Automotive,391.01,42.46,East Lauramouth,2024-06-23,21.0,Female,Briana Villegas
373,cdcea050-712f-48ee-a3b3-d80afa4eceab,Books,284.11,31.23,Johnmouth,2024-03-01,21.0,Female,Nicole Calderon
6264,a2edd0b9-2e09-4768-9241-89961d277a9c,Baby Products,710.39,22.6,Riverachester,2024-06-17,30.0,Other,Melanie Lopez
8543,68f475cf-ece7-4c2e-badb-fd2a260494de,Garden,601.44,25.21,Hansonland,2024-03-19,39.0,Female,Catherine Woodward
81014,e905187e-a217-4f75-898e-49b3b7a0533f,Groceries,246.6,21.95,Lake Jenniferhaven,2024-04-27,19.0,Male,Karen Wilcox
44005,590a864d-4d2b-493b-a520-4ffc6267ce67,Personal Care,550.82,27.47,Shelbyhaven,2024-03-28,25.0,Other,Timothy Stevens
95454,646a8cf0-cf92-4e73-95f9-3f0c46dbddb3,Clothing,749.2,28.83,New Antoniomouth,2024-07-08,33.0,Female,Hayley Brooks
68801,abdbe877-25a7-4252-9a92-dff67897cbb5,Appliances,,,Kimberlyport,2024-08-13,,,Kathryn Collier
50783,bbf0f293-aa0e-4d46-bda5-b5f8f14a5e03,Beauty,333.78,8.95,Mendozaside,2024-05-10,56.0,Female,Lisa Zhang
7110,88aa8b4f-8f81-4b86-be32-a5e565e189df,Office Supplies,155.39,41.27,New Davidfort,2024-04-17,27.0,Male,Carol Chavez
15035,5c898df3-3ba3-402b-a7da-054b21516cbd,Movies,196.96,42.95,Lindamouth,2024-06-12,29.0,Male,Christine Liu
51260,7805c21f-2fea-4aa5-9015-ccb0adf103eb,Appliances,511.07,11.84,Kirbyville,2024-05-20,57.0,Male,Patrick Walker
35124,69f48bd3-1150-4ecc-94a9-2f1c5d232090,Appliances,607.91,27.87,Jenkinschester,2024-09-05,57.0,Male,John Anderson
68437,22e5e56a-ec6a-4958-9b00-c02a49211f6e,Sports,498.91,48.48,Port Angelaland,2024-04-06,65.0,Female,Kimberly Sanders
94361,fde2c6e7-981b-4a00-a024-56edecbbcf05,Home & Kitchen,571.73,4.71,East Catherinehaven,2024-02-16,20.0,Female,Maria Davis
58622,3f36f084-35cc-41d9-ae37-d247aa02e8fd,Music,822.19,38.21,North Melissastad,2024-02-25,59.0,Female,Anthony Cunningham
36849,8a05a3ef-b354-45c6-b74d-88f003f15565,Clothing,175.49,13.23,Michellechester,2024-08-01,55.0,Female,Lauren Richards
17486,5ba433ea-8614-4957-9a3b-25352ed1be8a,Baby Products,325.39,26.83,North Debbie,2024-03-22,28.0,Other,Brian Goodwin
98481,79c10c65-d8f3-4e7d-9c1f-29903bdcdb2b,Movies,229.42,27.57,Lake Heather,2024-04-01,48.0,Male,Joseph Williams
94072,1a73cd90-d034-496a-aa25-60a27f45ff86,Baby Products,358.36,32.0,New Royville,2024-01-20,27.0,Female,Joseph Harrison
68634,4c1cfdbc-7e88-4b89-a42e-760e59defc53,Health,986.26,26.57,Susanburgh,2024-08-05,49.0,Other,Amanda Garcia
14448,99221c45-18f0-4f5f-8921-800829fc91d2,Garden,122.1,13.38,North Valeriechester,2024-05-21,43.0,Male,James Robinson
61095,3005ca6a-59eb-43dc-b7c4-2da2eddf30ca,Pet Supplies,367.9,29.66,Smithtown,2024-05-09,49.0,Other,David Jones
47432,8807d1fe-1a66-41b7-ac67-3287dc426dcf,Baby Products,788.13,17.97,Port Carrie,2024-07-14,20.0,Male,Maurice Hunt
47844,e661b374-1013-4a17-a897-5442d4759843,Outdoor,917.38,43.82,North Geraldhaven,2024-03-12,69.0,Other,Danielle Allen
34697,afef2fee-1067-4ec5-bd8b-7880f655c777,Jewelry,211.65,44.16,East Timothystad,2024-03-29,46.0,Male,Sarah Jackson
47474,7eed99d2-63b2-40b9-b66d-b9c85210d077,Automotive,479.87,41.58,West Lisa,2024-01-01,60.0,Other,Janet Gonzalez
6219,8803fd94-0c85-4a50-9981-2b420cb374be,Music,,,New Glenn,2024-03-04,,,Shane Hicks
61184,cfd245e8-0d1d-4a72-a8b6-684d0144a7f9,Electronics,603.29,46.69,Allisonbury,2024-06-01,38.0,Female,Alex Jackson
70163,1d6f6ae4-e41a-4a98-80c6-96f47cba33fe,Books,137.9,35.41,Lake Jacobbury,2024-04-10,52.0,Male,Patricia Floyd
61523,2267143c-dbb6-44d8-a93c-12fa5307d9b8,Books,780.23,40.84,Lake William,2024-07-03,66.0,Male,Sheryl Edwards
27614,ee305033-1fcb-4021-b908-177f034dbfed,Garden,362.89,2.41,Amychester,2024-07-21,63.0,Other,Jeffrey Potter
17062,906d22a0-fa2b-42f0-b926-3ea902a57bc8,Software,365.3,41.54,Lake Thomas,2024-04-30,51.0,Female,Hunter Gardner
63809,348525c4-f65f-4965-a10d-b765bebf0ea3,Outdoor,,,Robinsonbury,2024-07-27,,,Jennifer Williams
57140,9921eee1-694d-4835-bec6-083de4cf5bb5,Movies,307.54,30.82,West Patrick,2024-08-09,25.0,Other,Alyssa Williams
64632,939a285e-1e5c-43f9-bd5a-08ba68d9dbcf,Software,319.86,36.71,West Briana,2024-02-17,49.0,Male,Joshua Cardenas
95236,3a099cae-ed7b-408a-a910-0fc26d1ced3f,Music,270.61,27.32,Maloneside,2024-03-24,57.0,Other,Tammy Garrett
85267,bd8c34b5-ed49-47f6-88ec-10c7d256a4e3,Pet Supplies,174.45,43.31,Port Vincent,2024-01-12,18.0,Other,Kimberly Alexander
47250,23e7d64c-8fa1-4178-b086-0b4430e9ece8,Baby Products,786.66,18.18,Andreaton,2024-01-07,66.0,Male,Steven Taylor
93385,b6895948-43d6-4b1f-9994-91cdf633b5b6,Toys,863.92,31.45,Port Kimberlyshire,2024-01-26,36.0,Other,Emily Sparks
81425,9d14f4d1-fe22-412e-ac17-704acc84fdfe,Appliances,201.02,20.38,Torresfort,2024-01-14,35.0,Other,James Morris
70094,edcc4dfb-5c3a-4eb1-b8f5-e95ecdc481f4,Tools,563.5,11.66,New Rachaelhaven,2024-08-02,43.0,Other,Lucas Smith
40155,7cbbe2ff-f23f-432b-8799-c050f1f5f5ba,Sports,733.62,37.82,East Andrewfort,2024-01-09,40.0,Female,Alexandra Gill
44930,45d0131f-5070-41ab-b240-b28ce0736d4e,Jewelry,544.29,10.98,East Erichaven,2024-02-14,41.0,Male,Luke Gill
64452,357fb8c7-7da5-4ae0-aaf3-95fcf4413340,Baby Products,,,Carlsonville,2024-01-07,,,Jamie Bailey
70401,4cb9297b-177d-4776-beac-887afef4977e,Outdoor,206.41,17.0,North Michelleborough,2024-03-17,52.0,Female,Don Carson
46206,8079d042-f38b-42cb-b53d-90eaaaaf6d3a,Pet Supplies,,,Haydenland,2024-06-08,,,Robert Herrera
60869,33a41e2b-19bb-4aa6-896f-12da24be9c36,Outdoor,664.04,6.66,Port Michele,2024-06-14,24.0,Female,Robert Smith
67241,a70190e8-0dda-4e1c-82f5-04fe86508f36,Personal Care,708.61,14.66,West Maryland,2024-01-30,33.0,Other,Justin Lindsey
69607,f8b09654-dc51-4430-a75f-8409c0e50fbe,Books,,,Darrellfort,2024-02-04,,,Hayden Martin
21333,7f26980d-af22-440a-8253-a77a9760b189,Movies,369.66,27.01,Lake Davidberg,2024-05-27,42.0,Male,Jeanne Williams MD
45146,329b5588-fd59-40a8-a912-a32219230030,Appliances,273.44,40.53,Greentown,2024-04-18,44.0,Male,Gregory Holden
91809,01e96e73-7af3-4f51-a251-fca1afe0793a,Outdoor,478.6,21.25,Lake Mary,2024-08-16,61.0,Male,Derek Turner
28818,62b8d28a-46bc-402e-af31-4a15d922e91b,Baby Products,202.01,42.37,Fernandezland,2024-04-19,51.0,Male,Patrick Anderson
78107,101072f4-b20a-40f5-8495-1091c9d1d19b,Groceries,150.05,41.48,Alexisfurt,2024-04-21,51.0,Male,Mrs. Rhonda Shepherd
93981,ddbb1cf8-912a-4f55-a7c0-3531d2651dd8,Automotive,337.08,45.62,Anthonyshire,2024-09-05,64.0,Other,Mr. David Mccoy
14441,46f81a7f-48e7-4adc-9931-e6e3c4f5a79b,Pet Supplies,935.1,22.94,Edwardsville,2024-04-07,31.0,Female,Robert Jenkins
24323,c166feea-02d0-4757-9949-4a6ff5f5be60,Movies,,,Bennetttown,2024-04-12,,,James Leach
94017,1391a107-4b39-4617-8f51-e0c627d878ed,Tools,417.35,42.26,New Brittneyside,2024-03-19,40.0,Female,Dalton Johnson
65360,710670c9-1a67-45b1-a4ef-2dadfb3d1b2c,Appliances,612.44,48.76,East Rita,2024-03-29,48.0,Other,Pamela Guerra
17001,048abdb2-c47e-46c4-8ad6-bdadefccf575,Jewelry,767.17,45.51,Erinbury,2024-08-18,41.0,Male,Cristian Bennett
87673,f0361f44-12c7-416e-9aed-6e32ef245580,Garden,637.79,44.14,South Valerie,2024-04-10,24.0,Other,Heather Taylor
45025,44296c60-9cd3-4aaf-81bb-6b4a9a6ae918,Groceries,689.26,39.09,West Lisa,2024-07-20,44.0,Male,John Barnes
38659,63f4e43c-e0f6-4fad-94ea-71942c6c3f8a,Home & Kitchen,111.0,42.86,South Stephaniemouth,2024-09-09,57.0,Male,Melissa Carter
59385,8b0a8bba-f126-4ea6-a049-55b85838d8b3,Jewelry,233.77,8.75,Hallview,2024-09-01,34.0,Male,Michelle Moran
63880,f0d44dfd-44c6-430c-b201-1ac28a0b63f4,Toys,840.06,35.39,Dylanborough,2024-05-17,39.0,Male,Robin Curry
18400,9f375bef-1c4b-4df3-8232-ac5db5007dd2,Books,320.27,25.59,Josephstad,2024-02-02,49.0,Male,Samantha Thomas
91418,3a5bdbf2-c136-4603-b0ce-bd5b9c3131ae,Tools,477.31,2.35,West Matthewview,2024-04-30,30.0,Other,David Miranda
11689,791ece83-d327-476c-96bb-03541969378d,Personal Care,819.91,49.19,Liuton,2024-06-12,19.0,Other,Michele Douglas
40620,2552357d-9226-48e0-af53-5cfe9df7cb4f,Baby Products,525.65,22.08,West Tiffanyton,2024-03-31,58.0,Male,Penny Gomez
86251,ecffe57f-0f5a-420e-b267-efb5f29f4828,Automotive,,,Timothyport,2024-08-08,,,Diana Macdonald
20412,799086f5-e5bd-401c-b520-c4f2768f03d7,Toys,,,North Lauraland,2024-02-22,,,Diana Holt
8317,88e89f65-03f5-433e-bcd1-6999f8176362,Automotive,721.26,26.88,Millerside,2024-03-30,60.0,Male,Jason Harris
77103,913468e4-38ea-42c7-96e9-1d2fc54f5c79,Appliances,138.95,1.95,New Elizabeth,2024-08-11,22.0,Other,Courtney Brown
88224,978d95d7-41b9-4b72-bb7b-b48c76cf79b6,Garden,739.99,5.1,South Amandafurt,2024-04-09,31.0,Female,Julia Young
59445,5590ac83-2313-41b1-8411-b50ef1de7855,Home & Kitchen,827.91,10.05,Wardville,2024-01-11,54.0,Other,Amanda Vargas
29064,baff2d6c-2c04-4f26-bd24-42d84be79b27,Groceries,,,Juliaborough,2024-07-14,,,Stephanie Moore
33558,1d2c3aac-c0b7-4fc8-b54f-ccd3f1414033,Toys,885.72,32.85,East Dean,2024-08-12,23.0,Male,Jennifer Odonnell
379,37c73278-ac6f-442b-8c47-25c0743eb45c,Outdoor,326.26,20.1,Jimville,2024-06-22,65.0,Other,Brooke Golden
89977,ab5f8502-64b6-4b16-b62a-f22dfe5baf19,DIY,997.68,43.88,Adamston,2024-01-23,63.0,Male,Jessica Smith
62084,1e37ebd1-b22c-4f1e-b5ca-c200b80791a5,Movies,898.21,0.65,Port Jennifer,2024-06-12,36.0,Other,Alexandra Carroll
64396,0b3a282a-edb2-4e43-98a2-3057d2808052,Outdoor,,,Tiffanyside,2024-06-20,,,Linda Brewer
67676,13c63155-96e3-4672-a10c-0fa450436841,Baby Products,821.12,23.04,New Henry,2024-03-13,34.0,Other,Mary Williams
79659,8486d36f-65d2-436f-8eff-8b2b828dd4dc,Software,290.87,41.99,Jenniferfort,2024-01-31,55.0,Other,Billy Wood
35769,6ed20f88-a7f9-4e60-94a5-9d8a0bc798c9,Groceries,425.97,31.32,Danielmouth,2024-06-25,43.0,Female,Zachary Smith
25749,0f49e996-2735-406f-9449-f65b61789ba1,Pet Supplies,557.04,31.52,New Caitlintown,2024-05-29,61.0,Other,Heather Montes
